
Teste para operação AND com 2 entradas:
Entrada: [1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Pesos: [-0.4520124   0.18913138  0.03951025  0.21900782  0.00799282]
Entrada: [1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Pesos: [-0.67366319  0.14298748 -0.09133414  0.35251087  0.14396527  0.13729029]
Entrada: [0 0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [0 1 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [1 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [1 0 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Pesos: [-7.68851573e-01 -6.47338323e-04  2.69792837e-02  2.00247726e-01
  1.04412029e-01  2.58556606e-01  1.96051146e-01]
Entrada: [1 0 0 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [1 0 1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [0 1 1 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 1 1 1 1], Saída do Perceptron: 1, Rótulo: True
Entrada: [1 1 1 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 1 0 1 0 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 0 1 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 1 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 1 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 1 1 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 0 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 1 0 0 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [1 0 0 1 1 0 0], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 1 0 0 0 1 0], Saída do Perceptron: 0, Rótulo: False
Pesos: [-0.43217502  0.04411309  0.05057717  0.0279296   0.06647627  0.2206709
  0.05152913 -0.01893674]
Entrada: [0 1 0 0 0 1 1 1], Saída do Perceptron: 0, Rótulo: False
Entrada: [0 0 1 1 1 0 1 1], Saída do Perceptron: 0, Rótulo: False
